burst_len,min_window,max_window,capacity_blocks,file_size,block_size,num_accesses,repeats,mean_elapsed_sec,stddev_elapsed_sec,mean_throughput_mb_s,mean_hit_rate
256,4,64,8,536870912,4096,8000,5,0.823869,0.006971,37.93,0.0480
256,4,64,16,536870912,4096,8000,5,0.772746,0.004370,40.44,0.1120
256,4,64,32,536870912,4096,8000,5,0.663265,0.003036,47.12,0.2400
256,4,64,64,536870912,4096,8000,5,0.012739,0.000185,2453.07,0.9920
256,4,64,128,536870912,4096,8000,5,0.013782,0.000329,2267.41,0.9920
