burst_len,window,capacity_blocks,file_size,block_size,num_accesses,repeats,mean_elapsed_sec,stddev_elapsed_sec,mean_throughput_mb_s,mean_hit_rate
256,64,8,536870912,4096,8000,5,0.938551,0.028881,33.30,0.0000
256,64,16,536870912,4096,8000,5,0.917869,0.015049,34.05,0.0001
256,64,32,536870912,4096,8000,5,0.933064,0.027861,33.49,0.0000
256,64,64,536870912,4096,8000,5,0.013310,0.000497,2347.84,0.9920
256,64,128,536870912,4096,8000,5,0.014595,0.000852,2141.08,0.9920
